id,product_name,brand,price,reviews_count,avg_rate
238,ABC Egypt ABC Liquid Dishwashing Dish Soap Strawberry Scent 700 Ml,ABC Egypt,EGP 11.00,2 verified ratings,4.5/5
239,Me Now Matte Lipstick - 6 Colors - 6 Pcs,Me Now,EGP 75.00,221 verified ratings,4.2/5
240,Paita Backpack - Black,(173 verified ratings),EGP 161.50,173 verified ratings,4.3/5
241,IGel-Power Gel Liquid Laundry Detergent-Front & Top Load 2 Litre Offer,(147 verified ratings),EGP 65.00,147 verified ratings,4.2/5
242,Halla Sunflower Oil - 1.5 Liter.,Halla,EGP 63.90,3 verified ratings,4.3/5
243,Karimed Brilliant Touch Shower Gel 1000ML 2Pcs. Peach And Kiwi,Karimed,EGP 69.00,7 verified ratings,4.1/5
244,Imtenan Parsley Celery - 18 Sachet,Imtenan,EGP 23.00,40 verified ratings,4.5/5
245,Star Pasta Penne - 1kg,Star,EGP 18.15,165 verified ratings,4.5/5
246,NIVEA Fresh Orange Deodorant For Women Spray - 150 ml,NIVEA,EGP 42.90,147 verified ratings,4.5/5
247,Knorr Chicken 24 Cube - 216gm,Knorr,EGP 14.95,67 verified ratings,4.7/5
248,Me Now Pro Longlasting Waterproof Exceptional Eyeliner 0.28g - Black 01,Me Now Pro,EGP 35.00,161 verified ratings,4.2/5
249,Casual Pants For Women Wide Leg,(102 verified ratings),EGP 120.00 - EGP 140.00,102 verified ratings,3.8/5
250,6 Pieces Men's Boxer Shorts,(320 verified ratings),EGP 119.00,320 verified ratings,3.7/5
251,El Maleka Big Rings Pasta - 1Kg,El Maleka,EGP 15.00,402 verified ratings,4.6/5
252,Johnson's Baby Shampoo - 750ml,Johnson's,EGP 84.45,396 verified ratings,4.5/5
253,THE PACK - [5 Pack] Microwave Boxes Insulated Healthy Food Storage Containers With Lids For Dishwasher Freezer Safe (750ML- 26 OZ),(115 verified ratings),EGP 72.00,115 verified ratings,3.6/5
254,American Eagle Fleece Zip-Up Hoodie,American Eagle,EGP 550.00,107 verified ratings,4.4/5
255,VGR V-055-Rechargeable Hair Shaver + Gift Bag From Dukan Alaa,VGR,EGP 175.00,1100 verified ratings,4.2/5
256,"Sokany Recharge Nescafe Racket, Foam Maker- 1 Pcs + Gift Bag Dukan Alaa",Sokany,EGP 279.00,79 verified ratings,4.3/5
257,Corrector And Protector For The Treatment Of Toe Bunion Pain,(299 verified ratings),EGP 62.00,299 verified ratings,3.7/5
258,Nesquik Chocolate Powder – 13.5 gm - 12 Sachets,Nesquik,EGP 25.00,21 verified ratings,4.5/5
259,LC Waikiki Double Band Buckle Detail Men's Slippers,LC Waikiki,EGP 118.00,14 verified ratings,4/5
260,Guess By Marciano - EDP - For Women - 100 Ml,Guess,EGP 525.00,443 verified ratings,4.3/5
261,Steviadiet 70sachet Each 1gm Diet Sugar,(31 verified ratings),EGP 50.00,31 verified ratings,3.6/5
262,Nescafe 2in1 Rich and Smooth Instant Coffee Sachets – 24 PCs,Nescafe,EGP 52.75,35 verified ratings,4.7/5
263,Tide Powder Clean and Fresh Detergent 5 Kilogram,Tide,EGP 167.50,4 verified ratings,4.8/5
264,Karimed Keraview Keratin Shampoo With Aloe Vera For Dry Hair 350ml,Karimed,EGP 18.00,34 verified ratings,3.9/5
265,Mesery Bretelle Short Dress Cotton Thin Strap - Black,Mesery,EGP 99.99,105 verified ratings,4.2/5
266,Emami Kesh King Anti-Hair Fall Shampoo - 80ml,Emami,EGP 59.00,11 verified ratings,4.5/5
267,Gillette Venus Breeze 2in1 Women's Razor + 2 Blades,Gillette,EGP 128.50,174 verified ratings,4.5/5
268,American Eagle Slim Flex Polo Shirt,American Eagle,EGP 350.00,263 verified ratings,4.7/5
269,Break Plastic Lunch Box / Purple - 2 L,Break,EGP 89.00,13 verified ratings,4.6/5
270,Digital Food Scale - 10Kg,(648 verified ratings),EGP 98.89,648 verified ratings,4.2/5
271,Sherraton Pure Ghee - 800g,Sherraton,EGP 163.90,82 verified ratings,4.7/5
272,"Iku S1 Mini, 1.8 Inches Display - 600 MAh Battery-Black",Iku,EGP 499.00,3 verified ratings,4.7/5
273,Garnier Moisturizing Hydra Bomb Tissue Mask With Pomegranate,Garnier,EGP 44.00,853 verified ratings,4.3/5
274,Rexona Workout Antiperspirant Spray for Women – 150 Ml,Rexona,EGP 42.95,72 verified ratings,4.6/5
275,Dermatique Sunscreen SPF50+ Mattifying Fluid - 50ml,Dermatique,EGP 180.00,546 verified ratings,4.3/5
276,Funny Bunny Set Of (3) Printed Pants - For NewBorn,Funny Bunny,EGP 106.00 - EGP 121.00,106 verified ratings,4.5/5
277,Activ Floral Zipped Backpack With Outer Pocket - Mauve,Activ,EGP 169.00,5 verified ratings,4.8/5
278,Durex Pleasure Me Condoms - 12 Pcs,Durex,EGP 139.08,820 verified ratings,4.4/5
279,Shaan Soothing Gel - 120g,Shaan,EGP 135.00,1 verified rating,1/5
280,Acrylic Water Bottle Trend Hello Master 500 Ml,(28 verified ratings),EGP 87.99,28 verified ratings,4.4/5
281,SteriMax Antiseptic Soap 2 Jerrycan - 4 Liter,SteriMax,EGP 189.00,22 verified ratings,4.7/5
282,Mesery Bundle Of Three Cotton Stretch Plain Tank Tops,Mesery,EGP 139.99,64 verified ratings,4.2/5
283,Izor Crew Neck Short Sleeves Casual Tee - Heather Charoal,Izor,EGP 129.00,171 verified ratings,4.2/5
284,Regina Pasta Penne - 400g,Regina,EGP 12.90,207 verified ratings,4.7/5
285,Mesery Bundle Of Three Solid Slip On Underwear.,Mesery,EGP 79.99,1769 verified ratings,4.1/5
286,Sport Earphone Perfect Stereo Sound Headphone Q9 SB,(40 verified ratings),EGP 36.00,40 verified ratings,4/5
287,Heinz Tomato Paste – 360g,Heinz,EGP 13.85,2 verified ratings,5/5
288,Zeina Classic 550 Soft Tissues - 10 Mega Packs,Zeina,EGP 169.00,160 verified ratings,4.4/5
289,American Eagle Super Soft Graphic T-Shirt,American Eagle,EGP 225.00,1 verified rating,5/5
290,Adidas Get Ready - EDT - For Men - 100ml,Adidas,EGP 125.00,316 verified ratings,4.2/5
291,Golon 608 Radio Classic Mini Electric - Brown,Golon,EGP 146.00,353 verified ratings,4.4/5
292,Activ Front Zipper Pocket Printed Backpack - Aqua,Activ,EGP 189.00,2 verified ratings,4.5/5
293,Mini Hair Straightener +1 PcsGift Bag Dukan Alaa,(166 verified ratings),EGP 65.00,166 verified ratings,3.8/5
294,"NIVEA Dry Comfort, Deodorant for Women, Spray -150ml",NIVEA,EGP 42.50,143 verified ratings,4.7/5
295,"Maxtella Cooking White Chocolate,150 G",Maxtella,EGP 18.00,19 verified ratings,4.1/5
296,Axe Aerosol Black Deodorant and Body Spray for Men - 150 ml,Axe,EGP 53.45,684 verified ratings,4.4/5
297,Leather Women Back Bag - Black,(790 verified ratings),EGP 93.00,790 verified ratings,4.2/5
298,Lazord Casserole - 2 Pcs - Black,Lazord,EGP 190.00,113 verified ratings,4.4/5
299,Star Ethyl Alcohol 70 % - 1 Liter,Star,EGP 29.00,18 verified ratings,4/5
300,Sunny Cooking and Frying Oil - 4.4L,Sunny,EGP 181.35,36 verified ratings,4.5/5
301,Cottonil Bundle Of Three Unique Printed Boxers,Cottonil,EGP 169.99,811 verified ratings,4.3/5
302,American Eagle Polo Shirt,American Eagle,EGP 325.00,218 verified ratings,4.7/5
303,Embrator Bundle Of Three 100% Pure Cotton Solid Sleeveless - White,Embrator,EGP 129.99 - EGP 130.00,256 verified ratings,4.4/5
304,Nescafe 3 in 1 Caramel Pack - 24 Pcs x 18,Nescafe,EGP 58.00,16 verified ratings,4.7/5
305,Star Pasta Spaghetti - 1kg,Star,EGP 17.25,102 verified ratings,4.5/5
306,Always Cotton Soft Ultra Thin Long Sanitary Pads 14 Pieces,Always,EGP 32.40,5 verified ratings,4.4/5
307,Bless Leave-In Cream with Argan Oil 450 Ml,Bless,EGP 85.00,69 verified ratings,4.4/5
308,Glass Bottle - 0.5 L,(70 verified ratings),EGP 19.00,70 verified ratings,4.1/5
309,Me Now Pro All New Dynamic Liquid Eyeliner - 1.3g - 01,Me Now Pro,EGP 49.00,59 verified ratings,4.4/5
310,Karimed GOLDEN STRAND Integrated Shampoo + Conditioner Free Sulfate 400ML,Karimed,EGP 129.00,92 verified ratings,4.2/5
311,Fashion Women Mesh Sneakers- White,(269 verified ratings),EGP 148.75,269 verified ratings,4.5/5
312,Desert Basic Lace-up Chamois Black Sneakers For Men,Desert,EGP 299.00,13 verified ratings,4.1/5
313,Head Massage Tool_Manual - 2pcs,(20 verified ratings),EGP 37.48,20 verified ratings,4.5/5
314,Cottonil Pack Of 3 Smooth Cotton Half Sleeves Undershirts - White,Cottonil,EGP 169.99,693 verified ratings,4.3/5
315,Almarai Mango Juice - 235ml,Almarai,EGP 6.00,1 verified rating,4/5
316,Karimed Brilliant Touch Shower Gel 1000ML With Moisturizer And Peach Scent,Karimed,EGP 39.00,139 verified ratings,3.9/5
317,Al Wedad Two Piece Of Warmer Set With Padded Inside - CYAN,Al Wedad,EGP 69.00 - EGP 140.00,10 verified ratings,4.4/5
318,Dettol Antiseptic Disinfectant Liquid 950ml - Pack of 2,Dettol,EGP 174.95,338 verified ratings,4.7/5
319,Nileton Sportswear - Sport Leggings Pants With Pocket - Black,Nileton,EGP 185.00,118 verified ratings,4.6/5
320,Sunsilk Soft and Smooth Hair Shampoo – 600ml,Sunsilk,EGP 45.45,12 verified ratings,4.1/5
321,Me Now Make Up Set Palette Professional - 78 Colors,Me Now,EGP 219.00,66 verified ratings,4.3/5
322,Pearl Natural Water - 450 ml,Pearl,EGP 7.94,29 verified ratings,3.8/5
323,Servet Sneakers Comfort Sport Shoes For Women - Black - Made In Turkey,Servet,EGP 200.00,25 verified ratings,4.5/5
324,Gillette Venus Breeze Razors Refill - 4 Pcs,Gillette,EGP 229.45,45 verified ratings,4.5/5
325,Cottonil Bundle Of Six Patterned Boxers - For Men,Cottonil,EGP 349.99,757 verified ratings,4.4/5
326,Azhar A4 Print And Paper Pack - 70G - 5 Package High Quality Product Hi White Paper,Azhar,EGP 700.00,4 verified ratings,4.3/5
327,Vaseline Body Gel Oil Cocoa Radiant Body Oil 200ml,Vaseline,EGP 275.00,404 verified ratings,4.5/5
328,"Water Bottle My Bottle For School ,Clubs And Gym 500 Ml 1 Pcs",(18 verified ratings),EGP 79.99,18 verified ratings,3.7/5
329,Discount Nuts Roasted & Salted Mix Nuts - 500gm,Discount Nuts,EGP 171.00,1179 verified ratings,4.2/5
330,L'Oreal Paris Hyaluron Expert Moisturizing Night Cream Mask - 50ml,L'Oreal Paris,EGP 165.00,2648 verified ratings,4.4/5
331,Mesery Bundle Of Three Cotton Stretch Plain Tank Tops,Mesery,EGP 129.99,59 verified ratings,4.1/5
332,Axe Black Night Deodorant and Body Spray for Men - 150 ml,Axe,EGP 53.45,1306 verified ratings,4.4/5
333,Leather Cross Bag - HAVAN,(81 verified ratings),EGP 169.00,81 verified ratings,4.3/5
334,Media Tech MT-H233 Hand Mixer - 500 W - White/Grey,Media Tech,EGP 295.00,24 verified ratings,4/5
335,Mesery Bundle Of (3) TankTop + Bundle Of Six Women Brief,Mesery,EGP 259.00,219 verified ratings,4.2/5
336,Makeup Organizer With 2 Drawer,(No ratings available),EGP 85.00,,
337,Regina Pasta Spaghetti - 400g,Regina,EGP 11.00,219 verified ratings,4.5/5
338,Durex Play Feel Pleasure Gel - 50ml,Durex,EGP 122.00,755 verified ratings,4.4/5
339,VGR V-228 Professional Rechargeable Hair Trimmer,VGR,EGP 244.00,400 verified ratings,4.2/5
340,Essence I Love Extreme Crazy Volume Mascara - 12ml - Black,Essence,EGP 110.00,795 verified ratings,4.4/5
341,Luanda Front Logo Slide Slippers For Women - Light Pink,(168 verified ratings),EGP 58.65,168 verified ratings,4.5/5
342,Hayat Cooking and Frying Oil - 970ml,Hayat,EGP 42.50,53 verified ratings,4.5/5
343,Karimed GOLDEN STRAND Integrated After Care Conditioner 400ML,Karimed,EGP 39.00,94 verified ratings,4.1/5
344,"Pampers Premium Care Diapers Size 4, Maxi, 9-18 Kg (64 diapers)",Pampers,EGP 218.75,45 verified ratings,4.6/5
345,L'Oreal Paris Colour Riche Extraordinaire Liquid Lipcolour - 500 Molto Mauve,L'Oreal Paris,EGP 110.00,8 verified ratings,4.3/5
346,Glasgow Perforated Slide Slippers For Men - Black,(119 verified ratings),EGP 58.65,119 verified ratings,4.3/5
347,"Smart Scent Car Freshener, Smart Scent, Black Ice Mini Paper",Smart Scent,EGP 9.00,17 verified ratings,4.4/5
348,Knorr Cream Of Vegetabl Soup – 70 Gm,Knorr,EGP 7.00,111 verified ratings,4.4/5
349,Belt Buckles Shirt Holder Belt Adjustable For Chemise,(645 verified ratings),EGP 56.00,645 verified ratings,3.8/5
350,Double Face Adhesive Tape - Clear,(141 verified ratings),EGP 24.99 - EGP 49.99,141 verified ratings,4.1/5
351,"American Eagle Eagle 6"" Classic Boxer Brief",American Eagle,EGP 125.00,88 verified ratings,4.2/5
352,Penduline Hair Cream For Babies - 150ml,Penduline,EGP 60.00,383 verified ratings,4.3/5
353,Mesery Bundle Of Three Breathable Cotton Stretch Undershirts,Mesery,EGP 159.99,79 verified ratings,4.2/5
354,Vaseline Original healing jelly - 50ml,Vaseline,EGP 19.90,78 verified ratings,4.5/5
355,Heinz Natural Vinegar – 1L,Heinz,EGP 9.95,62 verified ratings,4.7/5
356,Bundle Of (12) Basic Socks - High Quality,(15 verified ratings),EGP 64.00,15 verified ratings,3.5/5
357,Water Bottle Sport1000ml,(55 verified ratings),EGP 84.99,55 verified ratings,3.9/5
358,Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,Garnier,EGP 155.00,2969 verified ratings,4.5/5
359,White Comfortable Sneaker,(113 verified ratings),EGP 179.00,113 verified ratings,3.9/5
360,Maxtella White Chocolate Spread - 950 Gm,Maxtella,EGP 70.00,107 verified ratings,4.4/5
361,LC Waikiki Basic Polo Neck Short Sleeve Piqué Men's T-Shirt,LC Waikiki,EGP 119.00,2 verified ratings,4.5/5
362,Nescafe 3In1 Original Mix - 18g - 24 Pcs,Nescafe,EGP 64.95,7 verified ratings,4.9/5
363,Bundle OF ( 6) Smart New Women Socks,(69 verified ratings),EGP 60.00,69 verified ratings,4.5/5
364,Garnier Fast Bright Vitamin C Purifying Gel Wash – 400ml Skin Care,Garnier,EGP 100.00,16 verified ratings,4.1/5
365,Nescafe Classic Coffee - 200g,Nescafe,EGP 112.95,156 verified ratings,4.6/5
366,Mesery Bundle OF Three Brief Smooth Cotton Hipster Panties.,Mesery,EGP 59.99,311 verified ratings,4.2/5
367,Magic Detangling Hair Brush,(1266 verified ratings),EGP 44.00,1266 verified ratings,3.9/5
368,"Harpic Harpic Original Toilet Cleaner, 100% Limescale Remover, 450ml",Harpic,EGP 28.95,50 verified ratings,4.7/5
369,Blue Bell Malinda Gel - 200 ML,Blue Bell,EGP 84.00,95 verified ratings,4.4/5
370,Lama Black- Elastic Legged Pants,Lama,EGP 110.00 - EGP 125.00,379 verified ratings,3.9/5
371,AL Asil Sunflower Oil - 2.25 Liter.,AL Asil,EGP 91.25,108 verified ratings,4.5/5
372,Imtenan Egyptian Mountain Honey - 1 Kg,Imtenan,EGP 690.00,,
373,Me Now Pro MN Lash Doubling Mascara For Long Thick Curly Lashes - Black 01 - 8g,Me Now Pro,EGP 99.00,88 verified ratings,4.2/5
374,Funny Bunny - (3) Basic Sleeves Snap Closure Bodysuit - New Born,Funny Bunny,EGP 135.00 - EGP 149.00,121 verified ratings,4.6/5
375,Al Wedad Two Piece Of Warmer Set With Padded Inside - Melon,Al Wedad,EGP 69.00 - EGP 140.00,168 verified ratings,4.4/5
376,Clear Shampoo Cool Sport - 180Ml,Clear,EGP 32.00,9 verified ratings,4.2/5
377,Discount Nuts Roasted & Salted Almond  - 500gm,Discount Nuts,EGP 130.80,722 verified ratings,4.3/5
378,Almarai Apple Juice - 235ml,Almarai,EGP 6.00,2 verified ratings,3.5/5
379,"NIVEA Micellar Water Makeup Remover, All Skin Types - 400ml",NIVEA,EGP 112.00,47 verified ratings,4.5/5
380,Maybelline New York Sensational Color Elixir Lip Color - 025 Mauve Mystique,Maybelline New York,EGP 110.00,11 verified ratings,4.5/5
381,Hero Apricot Jam - 28.3g,Hero,EGP 5.71,3 verified ratings,4.3/5
382,Servet Sneakers Comfort Sport Shoes For Women - White - Servet El Turkey,Servet,EGP 242.25,9 verified ratings,5/5
383,Bundle Of (12) Women Ankle Socks For Women,(902 verified ratings),EGP 47.00,902 verified ratings,4/5
384,Socks - Set Of (12) Ankle Socks - For Kids,(48 verified ratings),EGP 69.00,48 verified ratings,3.6/5
385,Gillette Simply Venus 2 Disposable Blades bags of 4,Gillette,EGP 31.68,17 verified ratings,4.2/5
386,Kangaroo Hand Wallet For Men - Camel,(18 verified ratings),EGP 110.00,18 verified ratings,4.3/5
387,Mesery Bundle Of Three Cotton Stretch Plain Spaghetti Tops,Mesery,EGP 129.99,667 verified ratings,4.2/5
388,American Eagle Super Soft Icon T-Shirt,American Eagle,EGP 195.00,164 verified ratings,4.8/5
389,"Aloe Eva Argan Hair Care Bundle (Shampoo , Conditioner , Hair Oil , Hair Mask ) – 4 pcs",Aloe Eva,EGP 119.95,174 verified ratings,4.3/5
390,MEGA Shoes RED-black Sports Shoes Washable With Light EVA Sole,MEGA Shoes,EGP 170.00,35 verified ratings,4.3/5
391,Me Now Pro Lash Doubling Mascara - 10 Ml,Me Now Pro,EGP 99.00,194 verified ratings,4.2/5
392,"Cute And Attractive Design Of A School Pencil Case For Girls, A Make-up Bag And A Money Purse.",(2 verified ratings),EGP 39.99,2 verified ratings,5/5
393,Al Wedad Two Piece Of Warmer Set With Padded Inside - Pink,Al Wedad,EGP 69.00 - EGP 140.00,173 verified ratings,4.5/5
394,Sunsilk Thick and Long Hair Shampoo – 600ml,Sunsilk,EGP 45.45,,
395,Fern Pure Natural Butter Ghee - 700g,Fern,EGP 143.00,186 verified ratings,4.6/5
396,Mesery Bundle OF Six Underwear - For Women,Mesery,EGP 100.00 - EGP 129.99,426 verified ratings,4.3/5
397,Ho Holland Men's Polo Shirt - Multi Color,Ho Holland,EGP 194.00 - EGP 199.00,140 verified ratings,4.2/5
398,L'Oreal Paris Hyaluron Expert 24H Repluming Moisturizing Tissue Mask,L'Oreal Paris,EGP 50.00,938 verified ratings,4.4/5
399,Karimed SNOW SHINE Free Sulfate Face Wash Gel Sensitive Skin 150ML Plus Micellar Water 100ml,Karimed,EGP 59.00,13 verified ratings,4.9/5
400,Embrator Bundle Of Six Printed Boxer - For Men,Embrator,EGP 239.99,367 verified ratings,4.1/5
401,Dice Bundle Of Five Men Boxers,Dice,EGP 239.00,110 verified ratings,3.8/5
402,Luna Emollient Cream For Hand & Body - Cocoa Butter 75gm,Luna,EGP 27.00,368 verified ratings,4.5/5
403,Cottonil Bundle Of Three Unique Patterned Cotton Boxers,Cottonil,EGP 129.00,668 verified ratings,4.1/5
404,Servet Sneakers Comfort Sport Shoes For Women - Beige - Servet El Turkey,Servet,EGP 242.25,31 verified ratings,4.6/5
405,"Gick Dish Washing Liquid, Lemon 1250 Ml",Gick,EGP 19.00,7 verified ratings,4.4/5
406,Cif Lemon Multi Purpose Cream Cleaner - 500 ml,Cif,EGP 42.00,37 verified ratings,4.7/5
407,Tornado THB-600M Electric Hand Blender - 600 W,Tornado,EGP 755.00,11 verified ratings,4.4/5
408,Nileton Sportswear - Sport Leggings Pants With Pocket - High Stretch,Nileton,EGP 195.00,18 verified ratings,4.3/5
409,Cadbury 3in1 Hot Chocolate Jar - 300gm,Cadbury,EGP 47.75,327 verified ratings,4.4/5
410,Funny Bunny - Set Of (3) Printed Pants - For NewBorn,Funny Bunny,EGP 106.00 - EGP 119.00,99 verified ratings,4.4/5
411,Clean & Clear Natural Bright Daily Facial Wash - 50ml,Clean & Clear,EGP 13.95,337 verified ratings,4.1/5
412,Fern Pure Natural Butter Ghee - 1.8Kg,Fern,EGP 361.00,49 verified ratings,4.8/5
413,"Dolive Shower Gel, Body Wash, 2000 Ml, Night Flower",Dolive,EGP 50.00,22 verified ratings,4.2/5
414,Emami Kesh King Anti-Hair Fall Shampoo - 200 Ml,Emami,EGP 96.50,1500 verified ratings,4.3/5
415,American Eagle Classic Fit Oxford Button-Up Shirt,American Eagle,EGP 400.00,78 verified ratings,4.8/5
416,Wendy Wet Wipes Rose Scent With Cap – 72 Wipes,(4 verified ratings),EGP 17.00,4 verified ratings,5/5
417,NIVEA Natural Fairness Face & Body Cream - For All Skin Types - 200ml,NIVEA,EGP 45.00,602 verified ratings,4.5/5
418,Mesery Bundle OF Three Underwear - For Women,Mesery,EGP 69.99,34 verified ratings,4.6/5
419,Break Plastic Lunch Box - 2 L - Green,Break,EGP 89.00,2 verified ratings,5/5
420,Izor Mandarin Collar Pique Polo Shirt - Maroon,Izor,EGP 119.00,478 verified ratings,4/5
421,Cupboard Organizer Bags Organizer - 6 Pocket +ِ AboYehia Bag Free,(55 verified ratings),EGP 75.00,55 verified ratings,4.1/5
422,Dove Care And Protect Pampering Hand Wash With Shea Butter And Vanilla- 500ml,Dove,EGP 60.43,115 verified ratings,4.6/5
423,Scratches Cleaning Mop With Smart Bucket,(24 verified ratings),EGP 197.00,24 verified ratings,4.3/5
424,Tornado TH-C12YEE Cooling Only Split Air Conditioner - 1.5hp,Tornado,"EGP 6,999.00",2 verified ratings,3/5
425,HM Collection We Together - EDT - For Women - 30 ML,HM Collection,EGP 44.00,13 verified ratings,4.5/5
426,The PACK Towel Cotton Portable Face Towel Makeup Cleaning [20 PCS],The PACK,EGP 90.00,3 verified ratings,5/5
427,ABC Egypt HAND WASH Powder Detergent - 10 Kg ROSE Scent,ABC Egypt,EGP 199.00,1 verified rating,5/5
428,Dermatique Maquillage Concealer+Blender Warm Light 10ml,Dermatique,EGP 160.00,128 verified ratings,4.2/5
429,Cottonil Bundle Of Three Smooth Cotton Briefs,Cottonil,EGP 99.99 - EGP 100.00,297 verified ratings,4.4/5
430,Me Now Pro Matte Liquid Sweatproof Liquid Dip Eyeliner - 5.5g - Black,Me Now Pro,EGP 49.00,174 verified ratings,4.2/5
431,Activ Full Blue Backpacks With A Front Pocket,Activ,EGP 169.00,3 verified ratings,5/5
432,Vaseline Cocoa Radiant Intensive Care Body Lotion - 400ml,Vaseline,EGP 119.95,132 verified ratings,4.5/5
433,Tinkle Eyebrow Trimmer - 3 Pcs - Multicolor,Tinkle,EGP 25.00,185 verified ratings,3.6/5
434,"Dolive Shower Gel, Body Wash, 2000 Ml, Peach",Dolive,EGP 50.00,21 verified ratings,4.4/5
435,Bundle Of (15) Women Ankle Socks For Women,(471 verified ratings),EGP 55.00,471 verified ratings,3.7/5
436,Durex Performax Intense - 3 Pcs,Durex,EGP 47.04,357 verified ratings,4.3/5
437,Crystal Yellow Vegetable Ghee - 2.5 Kg,Crystal,EGP 110.00,15 verified ratings,4.7/5
438,Activ Side Double Black Strips Sneakers - White & Black,Activ,EGP 329.00,1 verified rating,5/5
439,Sokany Professional Hair Dryer Sokany -2300W,Sokany,EGP 146.95,289 verified ratings,3.8/5
440,Wendy Wet Wipes Waterfall Scent With Cap – 72 Wipes,(1 verified rating),EGP 17.00,1 verified rating,5/5
441,Johnson's Body Care Moisturizing Cream All Skin Types – 170g,Johnson's,EGP 29.45,187 verified ratings,4.6/5
442,Girls Fruits Earrings - Safe And Metal Free - 4 Pairs,(6 verified ratings),EGP 39.99,6 verified ratings,3.2/5
443,Avanti Extra Virgin Olive Oil - 500ml,Avanti,EGP 90.00,38 verified ratings,4.7/5
444,Glue Gun + 10 Pcs / Hot Melt Glue Stick + Azwaaa Bag,(21 verified ratings),EGP 85.00,21 verified ratings,4/5
445,Steviadiet Diet Sugar Jar - 300 Gm,(43 verified ratings),EGP 80.00,43 verified ratings,3.9/5
446,Crystal White Vegetable Ghee - 1.5 Kg,Crystal,EGP 71.55,12 verified ratings,4.8/5
